"replicateID","Latitude","Longitude","Island","Depth_m","Complexity","Exposure","Coral","Macro","Other","Turf","CCA","Browsers","Grazers","Scrapers","Predators","SecConsumers","regime"
20,21.1973956,-157.2590227,"Molokai",22,8.464177352,"S",1.33333335,29.7625570975,6.118721463,58.018264816,3.748858432,8.3494078689964,13.8372958382766,12.6019671489649,12.3290224132582,7.97929703951982,2
21,21.08289425,-157.2670544,"Molokai",13,NA,"S",54.5,7.3,15.9,16.3,5.6,0.0189850241911697,3.44447130813651,10.6721786488255,6.9128000675683,5.54840749260144,5
22,21.17287409,-157.2568335,"Molokai",4.6,7.060910388,"S",0,5.862069,13.7931034,78.2758621,1.7241379,3.12831664166923,20.990684349446,0.252756069697205,0,16.4596359488173,1
23,21.08689657,-157.2629856,"Molokai",7.3152,NA,"S",11.5555555555556,8,22.6666666666667,56,0.888888888888889,0.895632751575773,0.860186775170744,0,0,4.25494867439307,1
24,21.19357655,-157.2549987,"Molokai",12.5,2.637327904,"S",0.6666666,1.666666702,1.333333301,96.3333334,0,0,0,0.20074914404138,0.00197650895016642,2.52784073524673,4
25,21.18242233,-157.2549765,"Molokai",11.6,1.975975497,"S",1.742160245,5.226480935,0.348432069,91.637630539,0.696864138,0,0.0530793299134719,1.1304967209619,0,1.53258703077775,1
26,21.17985605,-157.2539104,"Molokai",7,3.127563604,"S",1.006711411,2.684563795,10.40268454,79.194630907,4.36241608,0,0.106318606935371,0.126174779301108,0,1.74901926934146,1
27,21.18614212,-157.2533609,"Molokai",10,2.4816940465,"S",5.99255218225,11.906451613,5.2778462995,71.839531941625,4.68361796325,7.02155078248173,7.00217680913322,0.0562905330129054,0,20.0487851476538,1
28,21.1763929,-157.2535255,"Molokai",3.4,5.043251921,"S",0,2.142857198,22.85714288,74.64285703,0.3571429,0.0910904201815584,0.852531167982205,0,0,4.99767755416564,1
29,21.18616351,-157.2502331,"Molokai",4.9,7.84237914,"S",0,19.58041956,11.5384615,67.83216785,1.048951092,0,2.41645017372563,0.0503201148589048,0.148949834259908,1.46040722631182,4
30,21.08174343,-157.2574754,"Molokai",11,NA,"S",56.8230380925,1.7458236525,0.6968726055,37.944347265,1.393745106,0.235773324398114,4.4082973520884,2.72134138258242,2.4525876628941,10.3650567967607,5
31,21.07712274,-157.2545064,"Molokai",21,NA,"S",14.429530274,0.671140872,11.74496648,70.805369116,1.342281846,1.64722265616245,59.3328847933481,0,24.7278016580198,15.445267643856,2
32,21.08044472,-157.2156715,"Molokai",13,14.73504506,"S",66.8,0.8,14.4,16.8,1.2,0,4.5452716613702,11.9763870918215,0.808825582566111,3.1265943618464,5
33,21.08252689,-157.1254232,"Molokai",21,18.94998204,"S",60.559845582,3.117760617,3.928571408,24.806949795,6.534749049,0,4.55707832823811,33.4032465901872,12.3064373236978,10.7397232514259,5
34,21.08919657,-157.1076556,"Molokai",3,4.744485718,"S",28.7649220437572,15.2208435955456,47.5972632964874,8.04921566859067,0.00303030303030303,2.80436493365147,29.3571059780652,29.6802081598622,0,26.6739655342518,4
35,21.08710831,-157.1075834,"Molokai",10,21.317903875,"S",69.2398970106555,3.02168789185313,10.1791904630672,16.863645907509,0.214153527961374,0.311407992731968,2.66191504575642,8.0978575551671,0.372141483743219,8.66899172400538,4
36,21.08393597,-157.0743956,"Molokai",5.5,17.35183789,"S",42.760942669,0,0,51.85185187,4.713804752,2.20536719084804,9.61568359303323,19.1087418919267,0,6.9067142477992,3
37,21.08276527,-157.0581411,"Molokai",10,14.19436499,"S",63.578176664,0.3424657705,0.689655155,16.8564005215,6.180916388,0.255796835383651,3.41484383309498,4.62643656493104,2.24552333266734,8.16153881217074,4
38,20.90004857,-157.0615697,"Lanai",19.7,NA,"W",10.36789295,1.003344482,16.72240807,71.237458237,0.334448127,1.05661632206826,1.6698228134528,0,0.439012397910578,10.030249243129,2
39,20.88142864,-157.0589614,"Lanai",24.35,NA,"W",3.720797052,4.236142961,11.166972065,76.3038250305,2.201671996,0.539255606900801,22.3695587151363,0,13.4032935072166,24.7534479251972,2
40,20.88422312,-157.0583849,"Lanai",5,NA,"W",15.719063485,0.668896355,0,81.60535119,2.006688965,2.48170646772128,12.7719831919779,28.7385728478986,0.515745047112915,20.5994754526856,2
41,21.07768189,-157.0435924,"Molokai",23.9,14.91983421,"S",41.333333342,0,0,57.00000006,1.000000001,0.627539981431874,3.48628255881894,11.6110975673306,4.2640963311855,7.02704410804538,3
42,21.08065848,-157.0402523,"Molokai",4.6,5.8928448655,"S",51.5098320735,0,1.3411823255,45.8111929875,0.668896305,0,7.43606327225638,1.00536223077697,0.309583307899831,11.6939406975421,3
43,21.07583645,-157.0371933,"Molokai",22,9.218612188,"S",26.375838955,1.0159685265,1.7056236815,61.6385096415,3.79310343,0.772289085289698,0.943498670567271,15.2268746693808,0.44400080449127,3.06730225143286,5
44,21.07847189,-157.0364671,"Molokai",7.9,9.686172424,"S",73.287671158,0,1.7123288,23.28767125,1.02739726,1.67355654363253,2.93980070551278,16.9108781852071,8.62989691434218,5.60256684078834,3
45,21.18706212,-157.0240698,"Molokai",17.55,20.6340646,"N",4.75,19.673076922,1.05769230775,70.5576923075,3.01923076925,99.6118327914445,75.1953679766199,48.7532258712021,5.17837301683291,88.9205053283139,2
46,20.86534054,-157.0423807,"Lanai",12,NA,"W",9.8133847865,1.698382089,0.677973926,79.6676778495,7.8024452815,3.14313889458603,2.45762021938169,3.78479648232748,4.55681753929104,22.3745545639613,2
47,21.18703243,-157.0174839,"Molokai",17.1,13.63477068,"N",2.05128205133333,40.8717948726667,6.641025641,48.9230769233333,0.769230769333333,21.1731702349086,42.6685576607396,8.964893650523,7.77031966594887,44.3519941514966,2
48,21.18633715,-157.0154692,"Molokai",17.5,10.172252826,"N",0.42307692325,23.28846153825,8.4326923075,65.08653846125,0.72115384625,17.9503652719422,11.629268979789,0.996534990589736,2.55750744181826,30.2509131094633,2
49,21.18661581,-157.0134361,"Molokai",13.8,13.62165995,"N",2.80048076940625,28.5144230781875,3.403846154,60.8798076915625,1.54807692334375,32.0620169192837,70.0581743939909,29.8556883935397,9.16901449457269,55.4279345813283,2
50,21.18530647,-157.0115482,"Molokai",14.45,12.91919832,"N",9.538461538,5.6538461545,0.1153846155,73.92307692,4.8076923075,285.55319174189,13.3636304532421,4.22008555156674,1.14014978487156,53.2646038907221,2
51,21.18379908,-157.0099936,"Molokai",11.5,18.526214995,"N",2.152190623,34.050730201,0.845503459,58.03228286,3.612605688,3.48191565535963,41.4776883672296,19.0804431746933,4.0771262668681,36.1033352302806,2
52,21.07132565,-157.0160601,"Molokai",6.4,3.624769984,"S",1.3333333,2.3333334,22,74.3333333,0,0,0.011102460405425,0,0,2.61259393444579,1
53,21.18451938,-157.0072025,"Molokai",18,11.92786675,"N",0.615384616,42.307692307,1.538461538,54.46153846,0.538461538,0,0.028362999993943,0,0.402480526444014,21.3072113018187,4
54,21.18288252,-157.0062679,"Molokai",12.2,6.4840243385,"N",0.820512821,23.641025642,2.25641025633333,72.28205128,0.769230769333333,23.4314649476745,7.05515379419175,10.5534941271811,0.42014152214823,49.658798282549,2
55,21.07055032,-157.0127645,"Molokai",11.5,8.178518841,"S",6.818181777,0,0,92.85714294,0,0.943093297592455,1.5316842464096,1.02891684667461,0.40766928891434,12.0439667400685,3
56,21.18270865,-157.0038837,"Molokai",20.2,14.07796452,"N",2.717948718,21.1282051253333,2.84615384633333,65.53846154,2.128205128,15.297998695368,25.5381189560179,2.03338257443675,97.3482531822752,72.9040267078898,2
57,21.18192744,-157.0018544,"Molokai",13.1,12.26860694,"N",1.692307693,15.461538465,6.615384615,72.53846154,1.230769231,146.965486630598,120.722142731578,1.49839338333583,28.3189829419264,98.0798539947851,2
58,21.06807757,-157.0007001,"Molokai",10,7.9229898825,"S",5.00943475206594,6.53177790658709,62.7803696001947,25.4863867782772,0.0509542852228611,0,0.855701674852282,0.0269085080690101,0,4.87764870415467,1
59,21.07013707,-157.0000196,"Molokai",3,3.123943649,"S",2.79594036301389,3.14334477086954,68.3456993147605,25.6573295180911,0.00222222222222222,0.0999007730333744,0.0780714756624012,0.0928832981297611,0,7.25632689589973,1
60,21.20110702,-156.9878589,"Molokai",16.9,10.786983234,"N",3.153846154,1.230769231,7.307692308,84.15384615,1.076923077,61.2254001494674,47.9369030127132,28.334536830654,58.2638786536851,66.5011658243084,2
61,21.20618818,-156.9871521,"Molokai",15.95,17.785039085,"N",12.7307692315,4.8076923075,0.2692307695,73.884615385,3.423076923,1.23597319717457,2.57455973588111,0,0,25.0613179639523,1
62,21.20322095,-156.9869274,"Molokai",16.85,13.699875675,"N",8.42307692425,4.211538462,0.307692308,78.692307695,2.8846153845,222.523180690153,28.9612681224061,28.8909706121831,13.0436060871383,77.6334665786829,2
63,21.19660188,-156.9872943,"Molokai",15.2,17.91729797,"N",7.1153846155,7.3076923075,0.846153846,78.03846154,4.2692307695,16.822777020062,25.9550378054784,19.5737450521214,7.8292048918189,52.9651224596227,2
64,21.19834539,-156.9869341,"Molokai",18.5,14.413266325,"N",8.14500000066667,6.32192307729167,0.593205128375,69.693461535,2.08435897433333,14.2832845808453,47.0700167124092,9.40913949504458,10.4227023413468,38.1700015712839,2
65,21.20494907,-156.9863281,"Molokai",15.45,14.113202675,"N",14.4615384605,10.730769232,0.6153846155,67.73076923,2.3846153845,30.465989164966,28.4662713385148,0.261363393153179,0,39.8882627530841,2
66,21.19419546,-156.986299,"Molokai",14.2,14.26762421,"N",3.5189129665,4.60565836975,1.278846153875,73.42366818625,1.980658369375,43.7392669933944,8.94965030502617,16.5266380211373,2.38964652487672,34.2758708506674,2
67,21.19005415,-156.9865839,"Molokai",16.65,9.649983631,"N",4.307692308,1.3461538465,12.1538461515,69.23076923,0.846153846,14.7076277715595,12.2782159370881,10.8574200013757,28.7410871432828,68.5980343927018,2
68,21.20684173,-156.984487,"Molokai",11.2,30.581795665,"N",8.6442307695,9.932692308875,0.25,65.59615384675,11.432692308625,16.3991225371249,32.3545759692622,9.65231041515006,2.18717598180863,51.7972040419803,2
69,21.20867068,-156.9825312,"Molokai",14.25,17.40624579,"N",8.31009615415625,8.778846153125,0.4687500000625,76.867788459375,3.32451923065625,43.9158375928306,35.3668196123105,12.6269672059765,10.9782057107206,32.4537588992122,2
70,21.06732972,-156.9923076,"Molokai",5.6,4.6839661395,"S",1,0,35.6666667,62.6666666,0,0.00827375446485025,0.0437149653759675,0.653493780521093,0.320739143437366,5.36988801554958,4
71,21.21087395,-156.9806721,"Molokai",19.7,19.12759615,"N",12.8108944055417,7.4366879333125,1.77237654345833,70.5744935451042,5.18060899989583,21.2256989133921,26.1128136864441,40.0403366488216,3.61295845148711,20.3078243492794,2
72,21.21173205,-156.9781422,"Molokai",16.9,18.36011293,"N",4.76923077,0.153846154,0.076923077,89.53846154,5.153846154,11.0690595536657,17.9096507022251,12.9061213650533,0,15.4101660125041,2
73,21.21376369,-156.9779315,"Molokai",17.65,16.05853986,"N",16.038461539,2.9615384615,0.423076923,67.15384615,9.999999998,45.1857777415808,50.1384896160897,30.2761540469386,32.3983008251225,47.8514680280162,2
74,21.2145637,-156.9758271,"Molokai",15.1,18.34560556,"N",12.09615384675,13.0961538455,0.42307692325,68.6923076925,2.826923077,21.5345206612959,27.9577877051369,11.3188669555367,23.4296508627462,23.5369506335081,2
75,21.21522671,-156.9735041,"Molokai",18.1,10.84074816,"N",13.846153848,5.58974358966667,0.461538461333333,75.1538461566667,3.79487179466667,12.097180320861,8.5756056149101,23.3881596554286,7.36838243918321,32.9566070693859,2
76,21.06229084,-156.9835843,"Molokai",23.3,8.828667151,"S",48.63878892425,0,1.39921723775,43.0042914825,1.174496628,0,2.48791988258136,8.87566911075386,2.46351153479239,7.4633457582072,3
77,20.83494404,-156.9974547,"Lanai",3,NA,"W",5.423728787,0.338983017,0,89.83050856,3.389830479,6.47729606270172,8.23178643684749,26.9346989069762,4.5188922111446,31.6989968919133,2
78,21.21489293,-156.9684058,"Molokai",15,24.30532798,"N",18.5233562299583,4.12901442945833,0.00641025641666667,62.57993328275,11.9815513897917,32.5990320349484,26.8361300450752,58.939479051885,7.39252630408312,91.0041684574956,2
79,21.21366501,-156.9650551,"Molokai",15.6,30.13176134,"N",18.6136270904063,5.1366125170625,0.16826923065625,61.7005784774063,9.67148125725,56.258862611585,15.7469905541158,7.53331771547586,13.0265745625705,45.2803281580446,2
80,21.0578069,-156.9737568,"Molokai",25,10.87688786,"S",55.0143677765,19.358237574,2.4185823395,18.3644636205,2.420977027,0.617267181202171,2.93324585894715,4.8062152063299,7.17975954302267,5.12395384659055,5
81,21.21038864,-156.9609818,"Molokai",16.8,24.619993825,"N",15.884615384,13.038461537,0,58.6923076925,10.653846156,41.2653732583006,94.4326157986637,2.02043305770813,18.5979198486846,72.3609898277149,2
82,20.79468536,-156.9911639,"Lanai",10.4,19.953400815,"W",12.480739615,0.844033522,4.743480033,79.563430935,0.8474576445,0,1.7999023926318,4.22941867832334,0.0383920119456683,6.57179223366755,2
83,20.79082603,-156.991234,"Lanai",20.4,16.175330605,"W",6.375838901,3.020134232,22.14765104,67.785234957,0,0.559939093834389,36.2433941194309,1.02337681395867,1.93387700325095,13.7981586346643,4
84,20.78224914,-156.9914101,"Lanai",5,12.73253043,"W",5.77312004,0.680272092,2.70500095,88.812281625,1.691487438,0.444318398010522,2.55069629783668,2.02938954958126,0.629038064377212,8.91863156811912,2
85,20.8172984,-156.9885701,"Lanai",6,22.46734243,"W",7.023411383,0,1.337792611,90.63545162,0.334448128,0,9.7720514887676,20.0006885150779,1.17562928456182,10.4209690372705,3
86,21.20849638,-156.959201,"Molokai",14.95,30.08622165,"N",17.3261538443333,9.68153846266667,0.358974359,55.1066666683333,14.0682051286667,98.7378046329272,38.0862704192759,46.2372741793077,11.6918701130913,79.0406487148258,2
87,21.05825826,-156.9695685,"Molokai",14.75,11.64905563,"S",47.163120584,1.063829788,0,29.78723407,17.37588651,0,6.07072680359688,4.0957309226493,2.21485472891468,12.1614342347142,4
88,20.80893368,-156.9878827,"Lanai",10.8,18.26602473,"W",5.351170538,0.334448127,6.688963249,85.95317735,1.003344482,0,3.12900192904136,34.66879451178,2.9163051010409,5.37442563629391,2
89,20.81102597,-156.9874972,"Lanai",3,19.70259148,"W",15.4053288105,4.47137185,0,67.9917800825,8.326247167,3.53825574883107,3.07500464961115,8.78757103737558,0.399967432897115,8.81151576881116,2
90,21.20685049,-156.9577466,"Molokai",17.7,21.62668939,"N",16.1692307704,16.0153846156,0.4307692308,57.815384616,8.584615384,33.4501460735923,40.2681575991421,52.3058655928391,24.7863998014713,89.874701061795,2
91,20.77514935,-156.9898741,"Lanai",12,11.174744455,"W",17.485865451375,3.5253172925,10.503432927625,64.865791518875,3.1187863565,2.78990656462381,7.9270711401086,8.7137028422727,3.28441778469999,19.1089853500528,5
92,21.20360655,-156.9561463,"Molokai",12.95,20.398129295,"N",16.19230769175,7.28846153875,1.44230769225,65.2884615375,6.8846153835,100.549351598889,22.1854208310874,20.6335735670729,15.1658617733001,113.559853915707,2
93,21.20042532,-156.9550526,"Molokai",16.3,11.84264148,"N",9.21538461475,12.9961538467,0.41346153845,72.03076923135,3.1500000001,22.6118867923177,67.9614040857875,39.9933951271759,13.2314332506821,222.967878620117,2
94,21.0599561,-156.9628918,"Molokai",4,5.8977565,"S",51.482823741,2.843142241,12.6639783505,32.6450921495,0.364963522,2.27080419139175,30.6563607601093,10.4811019231682,3.53663985518758,5.97394836484248,5
95,21.19631648,-156.952446,"Molokai",13.25,10.8359570525,"N",11.0633903125,16.24145299025,0.3055555555,62.182336183,7.350427351,16.3328883398163,67.8393072407182,17.0026302288068,7.54940364082773,51.7247344240038,2
96,21.1939308,-156.9506508,"Molokai",13.6,11.54368489,"N",13.113846155,13.684102565,0.4,57.0061538453333,12.7630769233333,33.1954297462234,46.0659374052604,15.3850144063593,15.1362258582782,38.8012842800982,2
97,21.19140222,-156.9488029,"Molokai",14.5,9.5900055905,"N",10.4107692308125,6.3519230771875,0.5721153845625,71.174230769,6.01038461575,84.4116298460186,53.2595424927117,7.61613748032757,2.53317157644021,48.5119913868605,2
98,21.18830277,-156.9474254,"Molokai",15.65,15.72987248,"N",4.82681171622917,5.81836317039583,2.60935405508333,82.8590181388125,2.69388827185417,91.3168826103382,58.5967557656126,23.724048779062,15.0345392377546,41.4141200152356,2
99,21.18344712,-156.9474377,"Molokai",16.2,20.5547056,"N",7.36583454597917,12.7432300717083,1.00314845395833,72.7082619082292,4.88928816175,17.3558266618418,115.452930822093,32.2985708690484,2.60864625910759,24.4108554706355,2
100,21.18619213,-156.946436,"Molokai",17.8,10.4901954575,"N",4.2670259665,5.360852521,1.4061734465,83.808182245,3.696962278,0,229.862247234369,0,29.9058937549015,72.0014379267042,2
101,21.17986885,-156.946267,"Molokai",12,13.09651631,"N",4.812530232875,4.4521045035,2.293541364625,85.64489598375,2.123850992,25.0575029424926,40.1036999365218,83.8074906495143,13.9053627779241,36.3693347660668,2
102,21.17561988,-156.9435646,"Molokai",12.55,NA,"N",2.076923077,5.730769231,3.384615385,86.03846154,1.923076923,19.4902744663873,107.083890174021,21.9465146210603,288.727977107314,73.5324715107956,2
103,21.05775913,-156.95115,"Molokai",5.2,15.67608357,"S",34.44816059,0.334448127,6.020066888,58.86287627,0,0.183398140119974,2.66877325504622,4.34314477516112,0.0983894030223442,6.91272065115698,4
104,21.17437574,-156.938967,"Molokai",13.35,NA,"N",8.961538462,6.1538461545,2.8846153845,74.5,5.807692309,27.9213110980501,64.3282434697473,6.14313830178551,18.4112252926452,159.52547132578,2
105,20.7423387,-156.9706457,"Lanai",3,NA,"W",5.743243186,0.337837805,1.013513515,84.45945957,8.445945926,2.12768496714262,9.54506232396804,0,0.470119941300201,8.28546774987308,2
106,21.0487106,-156.9472848,"Molokai",21.8,9.01400047,"S",49.30778685225,0.844594586,0.50675673125,38.0268380325,4.2997542845,1.53158326359575,5.83186849373527,8.50226379914299,8.43277458220133,14.556047822052,5
107,21.17431864,-156.9364623,"Molokai",13.15,NA,"N",8.1538461545,8.846153846,0.5384615385,76.346153845,3.6153846155,35.6796085186158,268.077556056677,91.6385337319729,51.5620475457888,84.0426041083609,2
108,20.73733262,-156.9679857,"Lanai",5,NA,"W",32.142857068,0.32467528,0,66.88311709,0.32467528,7.95613081891207,13.2175783765344,15.1748360876299,0.436496472956583,15.6438879553312,4
109,20.73142371,-156.9641326,"Lanai",12,NA,"W",16.373565298,5.109218808,6.7845242325,67.9887079205,1.365235115,4.252673645284,8.03708554993138,7.18713351409157,0.531017665100999,15.2923459839208,5
110,21.17484521,-156.9296716,"Molokai",16.1,30.41311449,"N",2.230769231,23.76923077,0,60.53846154,7.923076923,3.38960785449776,19.2535096448225,5.83071456973395,2.43725843295777,173.212577342996,4
111,20.73136414,-156.9617968,"Lanai",11.2776,NA,"W",39.7333333333333,2.66666666666667,0.533333333333333,54.1333333333333,2.93333333333333,1.75209003950461,6.28693465612115,0.539149550349896,15.5687268063977,21.4805510475381,5
112,21.17286561,-156.9277116,"Molokai",19.3,4.2077290335,"N",0.47985924525,12.99715401375,2.1966893865,82.2713350275,0.269230769,1.07742528905127,21.4009255261876,104.312048096747,0,13.4980322287298,2
113,20.73137881,-156.9599474,"Lanai",12.9248,NA,"W",12.7480769230625,2.17,24.0380769230625,53.8211538464375,6.8026923076875,3.4227884109698,14.7573898858213,5.244855338077,2.42483545067289,11.2025888254828,5
114,21.17221177,-156.9259518,"Molokai",15.1,9.396592072,"N",1.230769231,30.038461538,1.5384615385,64.92307692,1.8846153845,3.7054758051332,0.768463540387654,2.49230481085187,0,24.447927708006,1
115,20.7329333,-156.9589341,"Lanai",4.8768,NA,"W",25.6,1.6,0,58.4,13.6,1.10318004171806,8.74171017986018,7.17002494638761,1.121495853209,12.1517546902919,2
116,21.18363024,-156.9244827,"Molokai",13,NA,"N",19.781785577,2.38005997,8.55405385575,44.86744128,23.7109459975,2.69736441433773,6.96352408616901,5.98206255606436,0.174852856184329,33.698737187215,5
117,21.17319658,-156.9248467,"Molokai",17,9.476264153,"N",7.307692308,10.692307693,1.230769231,73.30769231,6.307692308,0.89453330234093,17.6136645478944,31.6604823815432,0,21.5377550556178,2
118,20.73373002,-156.9568161,"Lanai",5.1816,NA,"W",8.8,0,32.8,56,2.4,1.53249756909472,6.12127344359059,0.420396882947607,0,12.0943399812884,3
119,20.73182672,-156.9567078,"Lanai",18.1356,NA,"W",19.6,0.8,54,22.4,2.8,0.785052916864481,1.31124501841028,1.23625100823137,1.0185338078186,15.7802269547307,4
120,21.17304272,-156.9218785,"Molokai",18.4,13.96402533,"N",3.8076923075,48.461538465,1.961538462,41.884615383,2.192307692,6.24126757708604,3.74059442732674,39.2554374077499,3.27558956728092,21.4915289494245,2
121,21.04457145,-156.9315262,"Molokai",22,16.50720577,"S",51.351351364,0.675675709,0,34.12162164,8.108108105,1.77727359204209,7.81570608689279,30.0219339092505,34.9587182595038,507.283981483468,4
122,21.1714966,-156.9209974,"Molokai",12.4,NA,"N",0.881410256916667,40.4166666657917,0.762820512791667,54.3846153852917,1.964743589625,24.2696134878171,8.60141227047248,3.63922481855885,4.16162605250706,21.4303975562812,2
123,21.17173781,-156.917848,"Molokai",20.5,NA,"N",0.307692308,46.999999996,1,49.92307692,1.153846154,14.0264533421804,97.55392198463,43.6999330537032,84.2487364726974,70.1377710300602,2
124,20.73448467,-156.9497483,"Lanai",4.1148,NA,"W",13.6,0,0,63.2,23.2,7.15896802353472,19.7890717602613,18.8787332192209,0,17.9954550773797,3
125,21.17159033,-156.9165069,"Molokai",13.7,NA,"N",0.55115384625,28.558076923,1.616538461625,68.04884615375,0.72307692325,5.18648362360396,24.8375209508516,20.5719453249892,3.75595576539282,28.3540057419574,2
126,20.73317844,-156.9493011,"Lanai",28.3464,NA,"W",0,4,86.4,9.6,0,1.39186416264243,11.275392695806,1.91456370224443,0.85973239092265,2.89373448267329,4
127,21.17157916,-156.9136673,"Molokai",23.3,9.72072265,"N",0,0.335570436,2.68456379,93.624161016,1.677852381,12.0669674926547,32.9503620443035,63.0826870768835,12.8807049579865,29.4947137381763,4
128,21.16878063,-156.9132306,"Molokai",11.4,NA,"N",6.179487178,6.02564102633333,2.46153846166667,78.71794872,4.30769230766667,3.25005908056005,38.761534034585,26.2234787137228,2.7877040556438,30.0895032506119,2
129,21.04534166,-156.9208688,"Molokai",5.8,4.258087322,"S",37.12374584,0.668896355,0,55.51839465,0.334448127,1.52018190515035,1.29221037339767,8.06411895244544,1.11395526513483,4.28280826453571,4
130,20.73489713,-156.9438019,"Lanai",12.4968,NA,"W",14.342536487,7.56184060966667,20.4067339913333,54.5741863133333,0.982267117333333,1.39861946244569,10.8323142311144,1.42268125679075,0.671985815646855,14.7245345069557,5
131,20.73466094,-156.9417261,"Lanai",14.0208,NA,"W",12,0,60.4,27.2,0.4,4.1700206686512,10.971291146596,6.26172406755758,0,12.2541434662223,4
132,21.16857761,-156.9072882,"Molokai",13.3,NA,"N",5.33333339,2.666666695,0.333333299,87.66666652,2.666666695,87.0071353833808,60.0445945163559,114.085202555067,1.52083407445827,71.3552991737033,2
133,20.73600241,-156.9372183,"Lanai",4,NA,"W",2.3648648805,4.109972037,8.895619784,82.2437091745,0.6826654575,5.25036184327942,10.8588245273338,13.1094975946649,0.0275113034690843,10.2721652953988,2
134,21.04197415,-156.9130941,"Molokai",8.2,16.84196444,"S",53.793103438,0.344827552,0,39.31034481,0.689655207,1.80275621239134,21.7549570265321,38.5855592902829,16.2060709337798,14.3260952963659,4
135,20.73438991,-156.934563,"Lanai",7.3152,NA,"W",16.4,0,1.6,78.8,3.2,15.5098965094009,13.3976985566906,9.0466341559728,0,13.2594725501525,3
136,21.16535871,-156.9020669,"Molokai",20.1,NA,"N",0,0.682593788,2.730375463,93.51535839,2.389078466,0,1.30345367474756,0.0262610907148428,0,5.48639606357119,1
